id,origin_x,origin_y,dest_x,dest_y
32,30.50588329524881,9.992824684127266,9.689962572847513,9.263669830081277
33,31.66311110603914,14.856411254507185,28.646503940302154,19.02442865510549
34,13.78973118976916,19.85308843779726,9.265180735593333,27.851293567941216
35,14.23007485990163,29.57317640859673,31.54796825274064,32.96707825494564
36,15.791802908162563,5.421952013742742,20.57165272907483,25.841775944589713
37,10.568795797286846,15.078284969934185,25.950351064500275,6.752125536040902
38,34.03775551318277,19.415961272290893,16.19381510332103,4.192249153358725
39,29.347062577364273,22.042591994235366,32.656145125313536,11.308782821274564
40,14.57224572570452,29.290183317055142,20.093154568842465,6.211592554930928
41,30.73260721099633,2.1315431226704042,1.324565703664673,23.490088349645152
42,28.79270242484543,3.6952708873888396,14.3818457300771,15.432179622615868
43,16.1167776572595,29.87233063631504,6.678632037125835,5.546022824896778
44,39.389300039271035,1.3429111439336772,2.7234821231481634,16.04829827030224
45,22.03597312327453,26.342379588850797,5.054090580979872,22.51121252069894
46,10.922984677127335,4.235757725637264,0.4408676179905002,23.33556538605088
47,6.3711337730137965,12.619552624343482,25.516804211263914,34.276869189806796
48,1.11873880589335,9.45050939046639,5.4559028920552235,18.345950198860166
49,4.2978671288077175,10.418288581688579,38.9898148874259,27.961223048880417
50,18.989246365264748,2.1007653833975404,36.66933410635543,13.536786346146183
51,19.73837022637289,37.49477611143539,38.64605696219964,19.762060329309627
52,18.814162046633243,10.247863618981887,27.823864961476318,24.117131665515537
53,32.66805709594472,17.873745091354714,33.825417225969346,0.3872460766578645
54,32.22433717545665,38.16586605596929,23.496584244459186,38.20536380971562
55,32.22923547205809,16.60033182748629,3.282619511977065,38.64352942030286
56,3.5114612908275222,25.094056755280373,29.392371403247157,21.153417518514274
57,1.7856781617246364,29.625343157615553,11.084025472147111,4.345637585646443
58,24.36393883870608,29.8423584931659,33.851954333447274,5.765880434965995
59,0.4438653371323109,24.36057515454972,23.642214717812642,10.699738111263102
60,26.23155409946409,26.633874762655445,37.1975426301395,3.003222682112642
61,16.668929041057297,23.261829048574,1.9184009299014748,16.649294342127714
62,6.773179452727329,39.02805545732583,14.060751687581629,28.337251693040574
63,12.86913716868927,24.298881499898346,24.649881902470142,24.421597993048074
64,25.111739968745873,17.93735399106002,16.588507449984217,12.837864049930275
65,20.933872000755628,29.51999662452475,36.72795670557167,12.246406659972884
66,21.47353962245773,10.462137180927584,36.112739730606805,37.68489339000197
67,24.144410109977194,36.29765380737714,27.183459154989887,13.839784673927513
68,2.4398443957843883,36.560580111117844,8.926598262113664,8.604405654225214
69,37.78420406767325,2.1884113681231945,20.50218385140641,32.491982796599714
70,34.56461825470173,8.014166017222644,29.500396084431557,28.91425925810437
71,18.30569169721415,35.478719506108284,17.43655442159585,14.746744368230534
72,7.517767865005115,28.39862887841921,36.267484369817815,32.74597446917538
73,27.135448626110566,2.3449357801463533,23.197095684187623,25.401522225184564
74,1.508306580130866,13.830352924313381,20.64228850713878,14.075993696665867
75,24.157742341031557,32.0683438951441,13.894768126669412,37.69795772314663
76,8.567320323039343,7.6559457611806945,4.7697973255735695,39.42741657434097
77,17.534751250593857,28.534479505691046,15.382205676102316,37.346340607563576
78,34.8822947755025,12.729353117632566,30.290248199467154,33.36129543698382
79,7.241813776272887,38.40505663062559,9.807219775189232,15.341236295325043
80,5.918927756279109,36.62999756836162,26.427496480093357,1.3569948723056424
81,21.81729026513432,32.60156313919305,22.116602842114816,23.268458048813084
82,2.78256615638806,39.512041198605615,12.522715317823806,30.819062327616425
83,7.490242610828507,0.5208560824325548,32.24222165719748,20.686183704527693
84,17.542332040595262,9.496117327159888,28.392288462845983,16.21335656586158
85,31.262209748742062,16.694588446199106,24.65033983435221,12.562436965621867
86,31.677891433678024,26.072474938909316,37.77791886175433,1.6376581016719916
87,11.080987496576066,20.25678425497466,3.966544415166273,37.15014705049468
88,25.920978612498523,8.305716337803183,31.019013054459766,17.72480884951224
89,37.96227216600212,5.659325553673159,13.47203765308449,4.283780132347444
90,30.689567365196407,26.47543254056805,8.495756269995773,8.22330918090058
91,34.335234013258486,3.6218803849507197,27.07308643706077,34.35487145007677
92,6.159123540535511,29.19617656902767,34.64873771634508,38.257345984207554
93,3.223045829811182,22.45495169093691,22.789282491924702,4.508020001937705
94,25.698496446783224,36.68188470445494,20.286999977700894,28.50952836312459
95,14.875499323913443,13.548249661760952,3.4033884316428367,28.803199797582252
96,5.557910279195838,25.16627251714934,20.856129619580212,17.200746641041942
97,35.551762115818605,32.40323936124216,27.929328681323174,30.930533505546716
98,34.04401128677928,12.433051638767571,34.732604887595244,25.309219311457678
99,19.96631463959332,35.503884727566785,37.02854942185769,22.709164269761963
100,2.3053804129850777,27.212843313260695,21.19554741255053,25.3586396538375
